"('1', 100.0)","('2', 100.0)","('3', 100.0)","('4', 16.666666666666664)","('5', 88.88888888888889)","('6', 0.0)","('7', 100.0)","('8', 100.0)","('9', 100.0)","('10', 100.0)","('11', 0.0)","('12', 10.0)","('13', 100.0)","('14', 88.88888888888889)","('15', 100.0)","('16', 100.0)","('17', 100.0)","('18', 100.0)","('19', 100.0)","('20', 44.44444444444444)","('21', 100.0)","('22', 0.0)","('23', 100.0)","('24', 0.0)","('25', 23.076923076923077)","('26', 85.71428571428571)","('27', 100.0)","('28', 0.0)","('29', 90.0)","('30', 68.75)","('31', 100.0)","('32', 100.0)","('33', 100.0)","('34', 0.0)","('35', 100.0)","('36', 88.23529411764706)","('37', 0.0)","('38', 100.0)","('39', 83.33333333333334)","('40', 100.0)","('41', 100.0)","('42', 0.0)","('43', 0.0)","('44', 100.0)","('45', 0.0)","('46', 100.0)","('47', 8.333333333333332)","('48', 0.0)","('49', 0.0)","('50', 100.0)","('51', 100.0)","('52', 50.0)","('53', 100.0)","('54', 100.0)","('55', 0.0)","('56', 100.0)","('57', 100.0)","('58', 100.0)","('59', 81.25)","('60', 100.0)","('61', 0.0)","('62', 12.5)","('63', 100.0)","('64', 100.0)","('65', 100.0)","('66', 88.88888888888889)","('67', 100.0)","('68', 0.0)","('69', 80.0)","('70', 100.0)","('71', 30.0)","('72', 100.0)","('73', 100.0)","('74', 44.44444444444444)","('75', 100.0)","('76', 11.11111111111111)","('77', 100.0)","('78', 100.0)","('79', 100.0)","('80', 0.0)","('81', 92.85714285714286)","('82', 0.0)","('83', 84.61538461538461)","('84', 100.0)","('85', 25.0)","('86', 22.22222222222222)","('87', 100.0)","('88', 75.0)","('89', 100.0)","('90', 0.0)","('91', 100.0)","('92', 100.0)","('93', 100.0)","('94', 45.45454545454545)","('95', 100.0)","('96', 100.0)","('97', 100.0)","('98', 91.66666666666666)","('99', 66.66666666666666)","('100', 100.0)","('101', 100.0)","('102', 92.3076923076923)","('103', 16.666666666666664)","('104', 87.5)","('105', 21.428571428571427)"
"('4', 16.666666666666664)","('5', 88.88888888888889)","('6', 0.0)","('11', 0.0)","('12', 10.0)","('14', 88.88888888888889)","('20', 44.44444444444444)","('22', 0.0)","('24', 0.0)","('25', 23.076923076923077)","('26', 85.71428571428571)","('28', 0.0)","('30', 68.75)","('34', 0.0)","('36', 88.23529411764706)","('37', 0.0)","('39', 83.33333333333334)","('42', 0.0)","('43', 0.0)","('45', 0.0)","('47', 8.333333333333332)","('48', 0.0)","('49', 0.0)","('52', 50.0)","('55', 0.0)","('59', 81.25)","('61', 0.0)","('62', 12.5)","('66', 88.88888888888889)","('68', 0.0)","('69', 80.0)","('71', 30.0)","('74', 44.44444444444444)","('76', 11.11111111111111)","('80', 0.0)","('82', 0.0)","('83', 84.61538461538461)","('85', 25.0)","('86', 22.22222222222222)","('88', 75.0)","('90', 0.0)","('94', 45.45454545454545)","('99', 66.66666666666666)","('103', 16.666666666666664)","('104', 87.5)","('105', 21.428571428571427)"
